BimpmRNA4 XP_024227798.1        
BimpmRNA733 XP_003487062.2        
BimpmRNA734 XP_003487062.2        
BimpmRNA735 XP_012237260.1        
BimpmRNA736 XP_003487061.1        
BimpmRNA738 XP_003487060.2        
BimpmRNA739 XP_024221269.1        
BimpmRNA740 XP_024221269.1        
BimpmRNA741 XP_033175051.1        
BimpmRNA742 XP_033175051.1        
BimpmRNA743 XP_033175052.1        
BimpmRNA744 XP_033175052.1        
BimpmRNA745 XP_033175041.1        
BimpmRNA746 XP_033175041.1        
BimpmRNA748 XP_003487112.1        
BimpmRNA749 XP_003487112.1        
BimpmRNA750 XP_003487059.1        
BimpmRNA751 XP_003487057.1        
BimpmRNA752 XP_003487056.1        
BimpmRNA753 XP_003487056.1        
BimpmRNA754 XP_003487055.1        
BimpmRNA755 XP_003487055.1        
BimpmRNA756 XP_003487055.1        
BimpmRNA757 XP_012237336.1,XP_012237337.1       
BimpmRNA758 XP_012237336.1,XP_012237337.1       
BimpmRNA759 XP_012237336.1,XP_012237337.1       
BimpmRNA760 XP_012237336.1,XP_012237337.1       
BimpmRNA761 XP_012237336.1,XP_012237337.1       
BimpmRNA762 XP_012237340.1,XP_012237341.1,XP_012237343.1      
BimpmRNA763 XP_033175045.1        
BimpmRNA764 XP_033175045.1        
BimpmRNA765 XP_033175045.1        
BimpmRNA767 XP_033175094.1        
BimpmRNA768 XP_012237330.1        
BimpmRNA769 XP_012237330.1        
BimpmRNA770 XP_012237330.1        
BimpmRNA771 XP_012237330.1        
BimpmRNA772 XP_033175094.1        
BimpmRNA773 XP_033175094.1        
BimpmRNA774 XP_012237382.1        
BimpmRNA775 XP_012237382.1        
BimpmRNA776 XP_003487053.1        
BimpmRNA777 XP_003487053.1        
BimpmRNA778 XP_024221265.1        
BimpmRNA779 XP_024221265.1        
BimpmRNA780 XP_024221265.1        
BimpmRNA783 XP_012237389.1,XP_012237390.1,XP_012237391.1,XP_012237394.1     
BimpmRNA785 XP_024221257.1        
BimpmRNA786 XP_024221257.1        
BimpmRNA787 XP_024221256.1        
BimpmRNA788 XP_033175044.1        
BimpmRNA789 XP_033175048.1        
BimpmRNA790 XP_003487048.1        
BimpmRNA791 XP_033175048.1        
BimpmRNA792 XP_033175048.1        
BimpmRNA793 XP_033175044.1        
BimpmRNA794 XP_033175044.1        
BimpmRNA795 XP_033175044.1        
BimpmRNA796 XP_033175044.1        
BimpmRNA798 XP_012237306.1        
BimpmRNA799 XP_012237306.1        
BimpmRNA805 XP_024221267.1        
BimpmRNA806 XP_024221267.1        
BimpmRNA807 XP_024221267.1        
BimpmRNA808 XP_012237309.1,XP_012237311.1       
BimpmRNA809 XP_012237309.1,XP_012237311.1       
BimpmRNA810 XP_012237309.1,XP_012237311.1       
BimpmRNA811 XP_012237309.1,XP_012237311.1       
BimpmRNA813 XP_024221268.1        
BimpmRNA814 XP_024221268.1        
BimpmRNA815 XP_024221268.1        
BimpmRNA816 XP_033175043.1        
BimpmRNA817 XP_033175043.1        
BimpmRNA818 XP_024221237.1        
BimpmRNA819 XP_024221237.1        
BimpmRNA820 XP_024221237.1        
BimpmRNA821 XP_012237252.2        
BimpmRNA822 XP_012237252.2        
BimpmRNA823 XP_003487041.1,XP_003487042.1       
BimpmRNA824 XP_003487041.1,XP_003487042.1       
BimpmRNA825 XP_003487041.1,XP_003487042.1       
BimpmRNA826 XP_003487041.1,XP_003487042.1       
BimpmRNA827 XP_003487040.1        
BimpmRNA828 XP_033175053.1        
BimpmRNA829 XP_033175053.1        
BimpmRNA830 XP_033175053.1        
BimpmRNA834 XP_024221274.1        
BimpmRNA835 XP_012237442.1        
BimpmRNA836 XP_012237442.1        
BimpmRNA837 XP_012237442.1        
BimpmRNA838 XP_012237372.1        
BimpmRNA839 XP_012237372.1        
BimpmRNA840 XP_012237372.1        
BimpmRNA841 XP_012237372.1        
BimpmRNA842 XP_012237372.1        
BimpmRNA843 XP_003487039.1        
BimpmRNA844 XP_003487039.1        
BimpmRNA845 XP_012237371.1        
BimpmRNA846 XP_012237371.1        
BimpmRNA847 XP_012237379.1,XP_012237381.1       
BimpmRNA848 XP_012237379.1,XP_012237381.1       
BimpmRNA849 XP_003487033.1        
BimpmRNA850 XP_003487033.1        
BimpmRNA851 XP_003487033.1        
BimpmRNA852 XP_003487033.1        
BimpmRNA853 XP_012237318.1        
BimpmRNA854 XP_012237318.1        
BimpmRNA855 XP_012237318.1        
BimpmRNA856 XP_012237318.1        
BimpmRNA857 XP_012237318.1        
BimpmRNA858 XP_012237318.1        
BimpmRNA859 XP_012237318.1        
BimpmRNA860 XP_012237318.1        
BimpmRNA861 XP_012237318.1        
BimpmRNA862 XP_012237318.1        
BimpmRNA863 XP_012237318.1        
BimpmRNA864 XP_003487034.1        
BimpmRNA865 XP_033175059.1        
BimpmRNA866 XP_033175059.1        
BimpmRNA867 XP_033175060.1        
BimpmRNA868 XP_033175060.1        
BimpmRNA869 XP_033175060.1        
BimpmRNA870 XP_033175060.1        
BimpmRNA871 XP_033175060.1        
BimpmRNA872 XP_033175060.1        
BimpmRNA873 XP_033175060.1        
BimpmRNA874 XP_033175059.1        
BimpmRNA875 XP_033175059.1        
BimpmRNA877 XP_033175042.1        
BimpmRNA878 XP_033175085.1        
BimpmRNA879 XP_033175085.1        
BimpmRNA881 XP_024221259.1,XP_024221260.1       
BimpmRNA882 XP_024221259.1,XP_024221260.1       
BimpmRNA888 XP_024221248.1        
BimpmRNA889 XP_024221248.1        
BimpmRNA890 XP_024221248.1        
BimpmRNA892 XP_003487094.1        
BimpmRNA893 XP_003487094.1        
BimpmRNA894 XP_003487094.1        
BimpmRNA895 XP_003487094.1        
BimpmRNA896 XP_003487094.1        
BimpmRNA897 XP_003487094.1        
BimpmRNA898 XP_003487094.1        
BimpmRNA899 XP_012237383.1        
BimpmRNA900 XP_012237383.1        
BimpmRNA902 XP_033175091.1        
BimpmRNA903 XP_033175091.1        
BimpmRNA904 XP_033175091.1        
BimpmRNA905 XP_033175091.1        
BimpmRNA906 XP_003487143.1        
BimpmRNA907 XP_024221304.1        
BimpmRNA908 XP_024221304.1        
BimpmRNA909 XP_024221304.1        
BimpmRNA910 XP_024221304.1        
BimpmRNA911 XP_024221304.1        
BimpmRNA912 XP_024221304.1        
BimpmRNA913 XP_024221304.1        
BimpmRNA914 XP_024221304.1        
BimpmRNA915 XP_024221304.1        
BimpmRNA916 XP_024221304.1        
BimpmRNA917 XP_024221304.1        
BimpmRNA918 XP_024221304.1        
BimpmRNA919 XP_024221304.1        
BimpmRNA920 XP_024221304.1        
BimpmRNA921 XP_024221304.1        
BimpmRNA922 XP_012237272.1        
BimpmRNA923 XP_012237272.1        
BimpmRNA924 XP_012237272.1        
BimpmRNA925 XP_012237272.1        
BimpmRNA926 XP_012237272.1        
BimpmRNA927 XP_012237272.1        
BimpmRNA928 XP_012237272.1        
BimpmRNA929 XP_003487091.1        
BimpmRNA930 XP_003487091.1        
BimpmRNA931 XP_003487142.1        
BimpmRNA932 XP_003487142.1        
BimpmRNA933 XP_003487141.1        
BimpmRNA934 XP_003487141.1        
BimpmRNA935 XP_003487141.1        
BimpmRNA936 XP_003487141.1        
BimpmRNA937 XP_003487140.1        
BimpmRNA938 XP_003487139.1        
BimpmRNA939 XP_003487135.1        
BimpmRNA940 XP_003487135.1        
BimpmRNA941 XP_003487134.1        
BimpmRNA942 XP_003487134.1        
BimpmRNA943 XP_003487134.1        
BimpmRNA944 XP_012237436.1        
BimpmRNA945 XP_012237436.1        
BimpmRNA946 XP_003487130.1        
BimpmRNA947 XP_003487129.1        
BimpmRNA948 XP_003487129.1        
BimpmRNA949 XP_003487129.1        
BimpmRNA950 XP_024221314.1        
BimpmRNA951 XP_024221314.1        
BimpmRNA952 XP_003487128.1        
BimpmRNA953 XP_003487128.1        
BimpmRNA954 XP_003487127.1        
BimpmRNA955 XP_003487127.1        
BimpmRNA956 XP_003487127.1        
BimpmRNA957 XP_003487089.1        
BimpmRNA958 XP_024221316.1        
BimpmRNA959 XP_024221316.1        
BimpmRNA960 XP_024221316.1        
BimpmRNA966 XP_024221310.1        
BimpmRNA967 XP_024221310.1        
BimpmRNA968 XP_024221310.1        
BimpmRNA969 XP_024221310.1        
BimpmRNA970 XP_024221310.1        
BimpmRNA971 XP_024221310.1        
BimpmRNA972 XP_012237435.1        
BimpmRNA973 XP_012237435.1        
BimpmRNA974 XP_012237435.1        
BimpmRNA975 XP_024221308.1        
BimpmRNA976 XP_024221308.1        
BimpmRNA977 XP_024221308.1        
BimpmRNA978 XP_024221308.1        
BimpmRNA979 XP_024221308.1        
BimpmRNA982 XP_003487125.1        
BimpmRNA983 XP_003487125.1        
BimpmRNA984 XP_003487124.1        
BimpmRNA985 XP_003487124.1        
BimpmRNA986 XP_012237399.1,XP_012237400.1,XP_012237401.1      
BimpmRNA987 XP_012237399.1,XP_012237400.1,XP_012237401.1      
BimpmRNA988 XP_012237399.1,XP_012237400.1,XP_012237401.1      
BimpmRNA989 XP_033175073.1        
BimpmRNA990 XP_033175073.1        
BimpmRNA991 XP_033175074.1        
BimpmRNA992 XP_003487121.1        
BimpmRNA993 XP_003487121.1        
BimpmRNA994 XP_003487121.1        
BimpmRNA995 XP_003487121.1        
BimpmRNA996 XP_012237424.1        
BimpmRNA997 XP_003487110.1        
BimpmRNA998 XP_003487110.1        
BimpmRNA999 XP_003487117.1        
BimpmRNA1000 XP_003487084.2        
BimpmRNA1001 XP_003487084.2        
BimpmRNA1002 XP_003487084.2        
BimpmRNA1003 XP_003487074.1        
BimpmRNA1004 XP_003487074.1        
BimpmRNA1005 XP_003487074.1        
BimpmRNA1006 XP_012237287.1,XP_012237288.1,XP_012237289.1,XP_012237291.1,XP_012237296.1,XP_012237297.1    
BimpmRNA1007 XP_012237287.1,XP_012237288.1,XP_012237289.1,XP_012237291.1,XP_012237296.1,XP_012237297.1    
BimpmRNA1008 XP_012237287.1,XP_012237288.1,XP_012237289.1,XP_012237291.1,XP_012237296.1,XP_012237297.1    
BimpmRNA1009 XP_012237287.1,XP_012237288.1,XP_012237289.1,XP_012237291.1,XP_012237296.1,XP_012237297.1    
BimpmRNA1010 XP_012237287.1,XP_012237288.1,XP_012237289.1,XP_012237291.1,XP_012237296.1,XP_012237297.1    
BimpmRNA1011 XP_012237287.1,XP_012237288.1,XP_012237289.1,XP_012237291.1,XP_012237296.1,XP_012237297.1    
BimpmRNA1012 XP_012237287.1,XP_012237288.1,XP_012237289.1,XP_012237291.1,XP_012237296.1,XP_012237297.1    
BimpmRNA1013 XP_012237287.1,XP_012237288.1,XP_012237289.1,XP_012237291.1,XP_012237296.1,XP_012237297.1    
BimpmRNA1014 XP_012237287.1,XP_012237288.1,XP_012237289.1,XP_012237291.1,XP_012237296.1,XP_012237297.1    
BimpmRNA1015 XP_012237287.1,XP_012237288.1,XP_012237289.1,XP_012237291.1,XP_012237296.1,XP_012237297.1    
BimpmRNA1016 XP_012237287.1,XP_012237288.1,XP_012237289.1,XP_012237291.1,XP_012237296.1,XP_012237297.1    
BimpmRNA1017 XP_003487119.1        
BimpmRNA1018 XP_003487119.1        
BimpmRNA1019 XP_003487119.1        
BimpmRNA1020 XP_003487119.1        
BimpmRNA1021 XP_003487101.1        
BimpmRNA1022 XP_003487092.1        
BimpmRNA1023 XP_003487092.1        
BimpmRNA1024 XP_003487092.1        
BimpmRNA1025 XP_003487092.1        
BimpmRNA1026 XP_003487092.1        
BimpmRNA1027 XP_012237302.1        
BimpmRNA1028 XP_003487058.2        
BimpmRNA1029 XP_012237348.1        
BimpmRNA1030 XP_012237348.1        
BimpmRNA1031 XP_012237348.1        
BimpmRNA1032 XP_012237348.1        
BimpmRNA1033 XP_012237348.1        
BimpmRNA1034 XP_012237348.1        
BimpmRNA1035 XP_024221302.1        
BimpmRNA1036 XP_024221302.1        
BimpmRNA1037 XP_024221302.1        
BimpmRNA1038 XP_024221302.1        
BimpmRNA1039 XP_024221302.1        
BimpmRNA1040 XP_024221302.1        
BimpmRNA1041 XP_024221302.1        
BimpmRNA1042 XP_024221301.1        
BimpmRNA1043 XP_003487046.2        
BimpmRNA1044 XP_003487046.2        
BimpmRNA1045 XP_012237418.1        
BimpmRNA1046 XP_012237418.1        
BimpmRNA1047 XP_012237418.1        
BimpmRNA1048 XP_012237419.1        
BimpmRNA1049 XP_012237419.1        
BimpmRNA1050 XP_024221258.1        
BimpmRNA1051 XP_024221258.1        
BimpmRNA1052 XP_003493840.1        
BimpmRNA1053 XP_003493840.1        
BimpmRNA1054 XP_003493841.1        
BimpmRNA1055 XP_003493841.1        
BimpmRNA1056 XP_003493841.1        
BimpmRNA1057 XP_003493845.2        
BimpmRNA1058 XP_003493845.2        
BimpmRNA1059 XP_003493838.1        
BimpmRNA1060 XP_003493838.1        
BimpmRNA1061 XP_033179799.1        
BimpmRNA1062 XP_033179799.1        
BimpmRNA1064 XP_003493849.1        
BimpmRNA1065 XP_003493849.1        
BimpmRNA1067 XP_012247601.1        
BimpmRNA1068 XP_012247601.1        
BimpmRNA1069 XP_012247601.1        
BimpmRNA1070 XP_012247601.1        
BimpmRNA1071 XP_012247601.1        
BimpmRNA1072 XP_033179803.1        
BimpmRNA1073 XP_012247617.1        
BimpmRNA1074 XP_012247617.1        
BimpmRNA1075 XP_012247617.1        
BimpmRNA1076 XP_012247617.1        
BimpmRNA1077 XP_003493846.1        
BimpmRNA1078 XP_012247615.1,XP_012247616.1       
BimpmRNA1079 XP_012247615.1,XP_012247616.1       
BimpmRNA1080 XP_012247615.1,XP_012247616.1       
BimpmRNA1083 XP_012238365.1,XP_012238366.1       
BimpmRNA1084 XP_012238365.1,XP_012238366.1       
BimpmRNA1085 XP_012238365.1,XP_012238366.1       
BimpmRNA1086 XP_033175529.1        
BimpmRNA1087 XP_033175529.1        
BimpmRNA1088 XP_003487736.1        
BimpmRNA1089 XP_003487736.1        
BimpmRNA1090 XP_003487739.1        
BimpmRNA1091 XP_003487734.1,XP_003487735.1       
BimpmRNA1092 XP_003487734.1,XP_003487735.1       
BimpmRNA1093 XP_003487733.1        
BimpmRNA1094 XP_033175490.1        
BimpmRNA1095 XP_033175490.1        
BimpmRNA1096 XP_033175490.1        
BimpmRNA1097 XP_033175490.1        
BimpmRNA1098 XP_003487730.1        
BimpmRNA1099 XP_003487730.1        
BimpmRNA1100 XP_003487730.1        
BimpmRNA1101 XP_003487730.1        
BimpmRNA1102 XP_003487730.1        
BimpmRNA1103 XP_003487730.1        
BimpmRNA1104 XP_003487730.1        
BimpmRNA1105 XP_003487730.1        
BimpmRNA1106 XP_003487730.1        
BimpmRNA1107 XP_003487729.1        
BimpmRNA1108 XP_003487729.1        
BimpmRNA1109 XP_012238340.1        
BimpmRNA1110 XP_012238340.1        
BimpmRNA1111 XP_012238340.1        
BimpmRNA1112 XP_012238340.1        
BimpmRNA1113 XP_012238340.1        
BimpmRNA1114 XP_012238340.1        
BimpmRNA1115 XP_024221820.1        
BimpmRNA1116 XP_024221820.1        
BimpmRNA1117 XP_012238374.1,XP_012238375.1       
BimpmRNA1118 XP_003487727.1        
BimpmRNA1119 XP_003487727.1        
BimpmRNA1120 XP_003487727.1        
BimpmRNA1121 XP_003487727.1        
BimpmRNA1122 XP_012238374.1,XP_012238375.1       
BimpmRNA1123 XP_012238374.1,XP_012238375.1       
BimpmRNA1124 XP_012238351.2        
BimpmRNA1125 XP_012238351.2        
BimpmRNA1126 XP_012238351.2        
BimpmRNA1127 XP_012238351.2        
BimpmRNA1128 XP_012238351.2        
BimpmRNA1129 XP_012238283.1        
BimpmRNA1130 XP_012238283.1        
BimpmRNA1131 XP_012238283.1        
BimpmRNA1132 XP_012238283.1        
BimpmRNA1133 XP_003487723.1        
BimpmRNA1134 XP_003487723.1        
BimpmRNA1135 XP_003487723.1        
BimpmRNA1136 XP_024221877.1        
BimpmRNA1137 XP_024221877.1        
BimpmRNA1138 XP_024221877.1        
BimpmRNA1139 XP_024221877.1        
BimpmRNA1140 XP_012238276.1,XP_012238277.1       
BimpmRNA1141 XP_003487722.1        
BimpmRNA1142 XP_003487722.1        
BimpmRNA1143 XP_003487722.1        
BimpmRNA1144 XP_003487722.1        
BimpmRNA1145 XP_003487722.1        
BimpmRNA1146 XP_003487722.1        
BimpmRNA1147 XP_003487720.1        
BimpmRNA1148 XP_003487720.1        
BimpmRNA1149 XP_012238280.1        
BimpmRNA1150 XP_012238280.1        
BimpmRNA1151 XP_012238278.1        
BimpmRNA1152 XP_012238278.1        
BimpmRNA1153 XP_012238278.1        
BimpmRNA1154 XP_012238269.1,XP_012238270.1       
BimpmRNA1155 XP_012238269.1,XP_012238270.1       
BimpmRNA1156 XP_012238269.1,XP_012238270.1       
BimpmRNA1157 XP_012238269.1,XP_012238270.1       
BimpmRNA1158 XP_012238269.1,XP_012238270.1       
BimpmRNA1159 XP_003487718.1        
BimpmRNA1160 XP_003487718.1        
BimpmRNA1161 XP_024221857.1,XP_024221859.1,XP_024221860.1      
BimpmRNA1162 XP_024221857.1,XP_024221859.1,XP_024221860.1      
BimpmRNA1163 XP_024221857.1,XP_024221859.1,XP_024221860.1      
BimpmRNA1164 XP_024221857.1,XP_024221859.1,XP_024221860.1      
BimpmRNA1165 XP_024221857.1,XP_024221859.1,XP_024221860.1      
BimpmRNA1166 XP_024221857.1,XP_024221859.1,XP_024221860.1      
BimpmRNA1167 XP_012238303.1        
BimpmRNA1168 XP_012238303.1        
BimpmRNA1169 XP_012238303.1        
BimpmRNA1170 XP_012238303.1        
BimpmRNA1171 XP_012238303.1        
BimpmRNA1172 XP_003487754.1        
BimpmRNA1173 XP_003487754.1        
BimpmRNA1174 XP_003487754.1        
BimpmRNA1175 XP_012238335.1        
BimpmRNA1176 XP_012238335.1        
BimpmRNA1177 XP_003487711.1        
BimpmRNA1178 XP_003487711.1        
BimpmRNA1179 XP_003487710.1        
BimpmRNA1180 XP_003487710.1        
BimpmRNA1181 XP_003487710.1        
BimpmRNA1182 XP_003487710.1        
BimpmRNA1183 XP_033175520.1        
BimpmRNA1184 XP_003487709.1        
BimpmRNA1185 XP_003487709.1        
BimpmRNA1186 XP_003487709.1        
BimpmRNA1187 XP_003487709.1        
BimpmRNA1188 XP_003487708.1        
BimpmRNA1189 XP_003487708.1        
BimpmRNA1190 XP_003487708.1        
BimpmRNA1191 XP_003487708.1        
BimpmRNA1192 XP_012238231.1        
BimpmRNA1193 XP_003487706.1        
BimpmRNA1194 XP_012238231.1        
BimpmRNA1195 XP_012238231.1        
BimpmRNA1196 XP_003487706.1        
BimpmRNA1197 XP_003487706.1        
BimpmRNA1198 XP_003487704.1        
BimpmRNA1199 XP_003487704.1        
BimpmRNA1200 XP_003487704.1        
BimpmRNA1201 XP_003487704.1        
BimpmRNA1202 XP_003487704.1        
BimpmRNA1203 XP_003487704.1        
BimpmRNA1204 XP_003487704.1        
BimpmRNA1205 XP_003487702.2        
BimpmRNA1206 XP_003487702.2        
BimpmRNA1207 XP_024221809.1        
BimpmRNA1208 XP_024221809.1        
BimpmRNA1209 XP_003487700.1        
BimpmRNA1210 XP_003487700.1        
BimpmRNA1211 XP_003487698.1        
BimpmRNA1212 XP_012238237.1        
BimpmRNA1213 XP_012238237.1        
BimpmRNA1214 XP_012238225.1        
BimpmRNA1215 XP_012238225.1        
BimpmRNA1216 XP_012238225.1        
BimpmRNA1217 XP_012238225.1        
BimpmRNA1219 XP_012238356.1,XP_012238358.1       
BimpmRNA1222 XP_003487695.1        
BimpmRNA1223 XP_003487695.1        
BimpmRNA1224 XP_003487695.1        
BimpmRNA1228 XP_012238361.1        
BimpmRNA1229 XP_012238361.1        
BimpmRNA1230 XP_012238361.1        
BimpmRNA1231 XP_012238361.1        
BimpmRNA1232 XP_003487793.1        
BimpmRNA1234 XP_003487792.1        
BimpmRNA1235 XP_003487792.1        
BimpmRNA1236 XP_003487792.1        
BimpmRNA1238 XP_003487790.1        
BimpmRNA1239 XP_003487790.1        
BimpmRNA1240 XP_003487790.1        
BimpmRNA1241 XP_024221810.1,XP_024221811.1       
BimpmRNA1242 XP_024221810.1,XP_024221811.1       
BimpmRNA1243 XP_024221810.1,XP_024221811.1       
BimpmRNA1244 XP_003487789.1        
BimpmRNA1245 XP_003487788.1        
BimpmRNA1246 XP_003487788.1        
BimpmRNA1247 XP_003487786.1        
BimpmRNA1248 XP_003487786.1        
BimpmRNA1249 XP_012238327.1        
BimpmRNA1250 XP_012238327.1        
BimpmRNA1251 XP_012238323.1,XP_012238324.1,XP_012238325.1      
BimpmRNA1252 XP_012238323.1,XP_012238324.1,XP_012238325.1      
BimpmRNA1253 XP_003487781.1        
BimpmRNA1254 XP_003487781.1        
BimpmRNA1255 XP_024221830.1        
BimpmRNA1256 XP_033176370.1        
BimpmRNA1257 XP_033176370.1        
BimpmRNA1258 XP_012238306.1        
BimpmRNA1259 XP_012238306.1        
BimpmRNA1260 XP_012238306.1        
BimpmRNA1261 XP_012238306.1        
BimpmRNA1262 XP_012238305.1        
BimpmRNA1263 XP_012238305.1        
BimpmRNA1264 XP_012238379.1,XP_012238380.1       
BimpmRNA1265 XP_012238379.1,XP_012238380.1       
BimpmRNA1266 XP_012238379.1,XP_012238380.1       
BimpmRNA1267 XP_012238347.1        
BimpmRNA1268 XP_012238347.1        
BimpmRNA1269 XP_012238349.1        
BimpmRNA1270 XP_033175504.1        
BimpmRNA1271 XP_033175504.1        
BimpmRNA1272 XP_033175504.1        
BimpmRNA1273 XP_003487779.1        
BimpmRNA1274 XP_003487779.1        
BimpmRNA1275 XP_012238243.2        
BimpmRNA1276 XP_003487773.1        
BimpmRNA1277 XP_003487773.1        
BimpmRNA1278 XP_003487773.1        
BimpmRNA1279 XP_003487773.1        
BimpmRNA1280 XP_003487773.1        
BimpmRNA1281 XP_003487773.1        
BimpmRNA1282 XP_003487773.1        
